CID,SMILES,Hf /kJmol-1,Hf_spread /kJmol-1,density / gcm-3,det_velocity / kms-1,det_pressure / Gpa
C1593,C(=CC=O)C1CCCC(NN)C1,,,,,
C1594,C(C(=C(N=O)c1ncn[nH]1)C#C)OC(=O)N,,,,,
C1595,C1CC(C=N)(C2CNCN2C#N)CCC1,,,,,
C1596,N1(c2cnncn2)CNC(C2NCCCC2)NN1,,,,,
C1597,N1(C2CCC(CC=C)C(C=O)C2C)NNNCC1,,,,,
C1598,C(C#Cc1nccnc1)O[N+](=O)[O-],,,,,
C1599,CC#Cc1ccccc1C,,,,,
C1600,N1(O[N+](=O)[O-])C(C(=O)N)NNCN1C1NCC(C#CC)NC1,,,,,
C1601,N1N(C2CNNC2C=O)CCCC1,,,,,
C1602,N1(c2nncnc2)CNC(C=CC)N(C#CC)N1,,,,,
C1603,C(C(C)C1(C2CNNNC2)CNNN1)CC1CC(c2ccc3ccccc3c2)CCC1,,,,,
C1604,C1NC(N[N+](=O)[O-])NN1C1CCNN1,,,,,
C1605,CC(=Cc1nc[nH]n1)N,,,,,
C1606,N1NNNC(CC2(C3NCCN3)CCCCC2)C1c1ccncc1,,,,,
C1607,C1(N=O)CNNC1C1C(O)CCC(c2nncnc2)C1,,,,,
C1608,N1NNN(c2c[nH]nn2)CC1,,,,,
C1609,C1NNN(OO)N1,,,,,
C1610,N1(n2cccn2)NN(C2CNCN2)NCC1C1CCNN1,,,,,
C1611,N1CN(C2NNNCN2C2(C=CC)CCNCC2)CNN1,,,,,
C1612,C1(C2(C3NCCNC3)NN(C3NCNN3)NCC2c2ccc3ccccc3c2)CNCN1,,,,,
C1613,N1(OO)CC(O)(c2nc[nH]n2)CCC1,,,,,
C1614,C1CNCN1C1N(N2CCCN2C(=O)O)CNN1,,,,,
C1615,C1(c2nccnc2)CNNC1N1CCNC1,,,,,
C1616,N1(OO)CNCNC1,,,,,
C1617,N1(C#CC2NCCN2O[N+](=O)[O-])CNCNC1,,,,,
C1618,N1(C2NCNCN2)CC(C2CNNC2OO)NCN1,,,,,
C1619,CC(CCC#CCc1ccccc1)N[N+](=O)[O-],,,,,
C1620,N1CNCNN1c1ccccc1C,,,,,
C1621,C1CCC2CC(C(=O)N)CC(CC=C)C2(C(=O)N)C1,,,,,
C1622,CC(C)C1NN(C2(C3NCCNN3)NNCCC2)NNC1c1cccc2c1cccc2,,,,,
C1623,C1CCCCC1OC1NC(C2CCNCC2)N(C2C(c3ncncn3)CNCC2)N1,,,,,
C1624,C(Cc1ccn[nH]1)O,,,,,
C1625,N1C(C(=O)[N+](=O)[O-])N(n2ccnn2)C(C2CCCCC2C)CC1,,,,,
C1626,C1N(N)C(c2cnccc2)NN1,,,,,
C1627,C(CC)c1nnccc1,,,,,
C1628,C(C1CCCCC1(C=C)c1ccc2ccccc2c1)C1CCNN1,,,,,
C1629,C1(C(C2CCCCC2)N[N+](=O)[O-])CCCCC1O,,,,,
C1630,C(C#CO[N+](=O)[O-])C1NNNCN1C(=O)C,,,,,
C1631,C(C)C1C(O)NCN1OC1CCCC(C)C1,,,,,
C1632,N1NN(C=O)CC(C2NCC(N=NO)NC2)(C=C)C1,,,,,
C1633,C(C)(N([N+](=O)[O-])C1NNCNN1)(N)c1nccnn1,,,,,
C1634,C1(c2c[nH]cn2)CCCCC1,,,,,
C1635,C1C([N+](=O)[O-])NN(O[N+](=O)[O-])C1Cc1ccccc1,,,,,
C1636,N1CNCC(c2nnn[nH]2)C1,,,,,
C1637,N1C(C2C(C(=O)O)CC(C)C(C3NNNNC3)C2)NCCC1c1c(O)cccc1,,,,,
C1638,N1NNNCC1n1cnnn1,,,,,
C1639,CCC(C)(C1CN(C2CCC3C(C2)CCCC3)CCC1)c1nnncc1,,,,,
C1640,CC#CC1NNNCC1c1ccc2ccccc2c1,,,,,
C1641,C1C(C2CCCC(C)(c3cc[nH]n3)C2)NCCN1,,,,,
C1642,C(=C)(C(=O)C)c1nccnc1,,,,,
C1644,C1NNN(c2cnncn2)N1,,,,,
C1646,C1CN(NN)CN1,,,,,
C1647,C1C(C#N)(CC#C)NNC1,,,,,
C1649,N1CNCNC1c1ncncn1,,,,,
C1650,C1CNCCN1C1CCC2C(C1)CC(c1cc(O)ccc1)CC2,,,,,
C1651,C1N(C#CCC#C)C(O)N(O)N1,,,,,
C1652,CC1CCCCC1N,,,,,
C1653,N1NC(C=CCC=O)C(CCC)CC1,,,,,
C1654,C1CN(n2ccnc2)N(C2NCNN2)C1,,,,,
C1655,C1CCCC(C2NCC(C3CCCCC3C)NN2)C1(O)c1nnncc1,,,,,
C1656,N1C(C)N(c2cccc(C)c2)CCC1,,,,,
C1657,CC1(C2NNCCC2)CNNC1C1(c2cc(O)ccc2)CCC(O)CC1,,,,,
C1658,CN=NO,,,,,
C1659,C1CC(N=O)C(O)CC1,,,,,
C1660,CC=C(C1NN(C2NNCNN2)C(C=C)CC1)C(=O)N,,,,,
C1661,C(=Cc1ccc(C)cc1)C1NN(CC#C)NC(C2NNCNN2)C1,,,,,
C1662,C1CNC(CC=C)(c2cnn[nH]2)N1C1CCNN1,,,,,
C1663,N1CN(CC=C)CNN1,,,,,
C1664,C(=C)C#CC1N(NC(=N)N)CCCC1,,,,,
C1665,C1CN(c2nc[nH]n2)CCN1,,,,,
C1666,C1C(C2CCCCC2c2cnn[nH]2)C(C2NNCNC2)C(C2CCNN2)CC1,,,,,
C1667,N1NCCCC1(C1NCNN1)OC(=O)N,,,,,
C1668,N1CNC(C)CC1,,,,,
C1669,C(C#CC1CC(c2ncn[nH]2)NN1)C1NNNN1,,,,,
C1670,N1(C2CNN(C#CC)C(N3CCNC3)N2)NN(C#N)NCC1,,,,,
C1671,N1NCCC(C)C1N1CNCN1,,,,,
C1672,N1CNCN(C2N(C(=O)O)CCNN2)N1C1NCNN1,,,,,
C1673,N1CN(NN)NCN1C1CCC(C)(C2CNNC2C=O)CC1,,,,,
C1674,CC1(C2CCNN2N=O)CC(C2CNNN2)CCC1,,,,,
C1675,CCCC1NNNCC1c1c[nH]cn1,,,,,
C1676,N1CCC(c2c(O)cccc2)CC1,,,,,
C1677,N1NCC(C2NCCCC2)C(C(=O)O)C1c1cc(O)ccc1,,,,,
C1678,C=CCC=CN=N,,,,,
C1679,C(=C)C1NNCN(C(=O)O)C1,,,,,
C1680,N1(c2cnnnc2)NCCCC1O,,,,,
C1681,C1([N+](=O)[O-])NN(C2C(C(=O)O)NNCC2)NN1C1CCNN1,,,,,
C1682,N1(C(=O)O)CNNC(CC=C)N1,,,,,
C1683,C1C(C2CNCCC2)NNN1C1(CN)NNCNC1,,,,,
C1684,C1CN(c2ccncc2)CN1C1CCCC(C)C1,,,,,
C1685,C1CN(C2NNCN(C(=O)N)C2)NC1(N)C=O,,,,,
C1686,C(Cc1c[nH]nc1)C#N,,,,,
C1687,C1CCC2(C3(C4(C5NNNN5)CN(n5cncn5)CCC4)CNCN3)CCCCC2C1,,,,,
C1688,C1CN(C2C(O)CCC(C3CC(O)CCC3)(c3ccn[nH]3)C2)NN1,,,,,
C1689,C1CNCCN1N=O,,,,,
C1690,N1(C2CNNNC2n2ccnn2)CNCN(C2CNNN2)N1,,,,,
C1691,N1CNC(C(=O)[N+](=O)[O-])CC1c1cnccc1,,,,,
C1692,C1CNC(C2CCCC(CC#CC3CCCCC3C)(C(=O)O)C2)CN1,,,,,
C1693,CC(=C(N=N)C1NNCCC1c1cnnnc1)N=[N+]=[N-],,,,,
C1694,C(=C(C1CCCCC1)N1CNNN1)C(=O)N,,,,,
C1695,N1C(C2CC(C3CCNC(C)C3)C3CCCCC3C2)NCCC1,,,,,
C1696,C1CN(C2CNNCC2c2cnn[nH]2)CN1,,,,,
C1698,N1C(C2CCNN2)NNC(n2ccnn2)N1C1C(O[N+](=O)[O-])NNCC1,,,,,
C1699,C1CN(N)NN1c1nncnn1,,,,,
C1700,N1CNCN(c2c[nH]nn2)N1,,,,,
C1701,N1CN(C2CCCCC2ON=O)NCN1,,,,,
C1702,C1(C#N)C(O)CCCC1(O)C1NNNNC1,,,,,
C1703,C1CCCC(c2nncnn2)C1O,,,,,
C1704,N1C(c2ccn[nH]2)NCNN1C1NCCNC1,,,,,
C1705,C1C(c2ncc[nH]2)NCN1,,,,,
C1706,C1(N=N)NCN(N[N+](=O)[O-])N1C(=O)On1cncn1,,,,,
C1707,N1CCCC(c2ccncc2)C1,,,,,
C1708,C(#C)N(NO[N+](=O)[O-])N1CNN(C=N)N1,,,,,
C1709,N1N(C2NNC(N=[N+]=[N-])NC2)N(N=NO)CCC1,,,,,
C1710,C1CC(CC)CC(C2NNNC(c3cccc4c3cccc4)C2)C1O,,,,,
C1711,C1N(C2CC(Cc3nnncn3)(C3CCC4CCCCC4C3)NCC2)NNN1,,,,,
C1712,C=Cc1nccnc1,,,,,
C1713,C1CCC2(C#CC)C(c3nnncc3)CCCC2C1,,,,,
C1714,CC(COOc1cc[nH]n1)C(=O)O,,,,,
C1715,C1C(C2C(c3cccc4c3cccc4)C(O)CCC2)NNN1,,,,,
C1716,C(=C)N=N,,,,,
C1717,C1(N2CNCN2)(C)NC(CC#C)NN1,,,,,
C1719,N1C(C(=O)O)C(N[N+](=O)[O-])NCN1,,,,,
C1720,C1CNC(C(=O)C)CN1,,,,,
C1721,C(=C)C1CCCCC1N1CCN(C2C(c3cc(O)ccc3)CNCC2)C1,,,,,
C1724,C1(C#N)C(C(=O)C)NNN1c1ccc(O)cc1,,,,,
C1725,C1C(C2CCCCC2Cc2nncnn2)CCCC1,,,,,
C1726,N1C(C)NCNC1(OC(=O)N)[N+](=O)[O-],,,,,
C1727,C1CNN(c2cnccc2)C1N=N,,,,,
C1728,C(=C)(C1CCNN1)n1cnnn1,,,,,
C1729,C1(C2CCCC(O)C2O)NNNN1C1NCC(C2CNNC2)CC1,,,,,
C1730,C1(C2NCCN2)CN(c2cccc(C)c2)N(N=N)N1,,,,,
C1731,N1(c2ccc3ccccc3c2)NN(C)CCC1N=NO,,,,,
C1732,C1CCCCC1ONC(=N)N,,,,,
C1733,C(C)c1nnncn1,,,,,
C1734,N1C(OC(=O)N)(C2NNNCN2)NNC(C2NCCN2)(C)N1,,,,,
C1736,C1CNC(C2CCNN2)(c2cccc3c2cccc3)N1,,,,,
C1737,N1CNCN(C2C(C(=O)[N+](=O)[O-])C(C3NCCN(C)N3)CC(C)C2)N1,,,,,
C1739,CC(=CC)N1CC(C)NC1,,,,,
C1740,C1(c2ncn[nH]2)CN(C2CC(C3NCCCC3)CC(C)C2)NC1,,,,,
C1742,N1CCCC(N=NOC(=O)N)C1,,,,,
C1743,N1C(C2CCC(C)CC2)NCN(NC(=N)N)C1,,,,,
C1744,C1(N2CNCN2C2CNNN2)CN(C=C)CCN1C=CC,,,,,
C1745,C1C(O)N(N)NC1CC,,,,,
C1746,C(=CO[N+](=O)[O-])C1(N=[N+]=[N-])NNNCN1,,,,,
C1747,C(C#C)(O[N+](=O)[O-])OO,,,,,
C1749,N1CNNC(C2(C(=O)O)N(C3NNCCC3)NCNC2O)N1,,,,,
C1750,N1(C(=O)O)CCNCN1,,,,,
C1751,N1(C=N)NCCCC1,,,,,
C1752,N1(OO)NNNCC1,,,,,
C1753,C=CC1NCC(OO)N1,,,,,
C1754,C(=C)C1NCCN1c1nncnn1,,,,,
C1755,N1CNCN(C2CCCCC2)N1,,,,,
C1756,N1C(C(=O)C)CCC(CC(C)C(=O)O)C1,,,,,
C1757,C1(c2cnccc2)CNNN1,,,,,
C1758,C1(C2(c3ccccc3C)NNCNC2)CN(CC#C)NN1,,,,,
C1759,C1(C#N)N(C2CNCN2)CN(C=C)N1,,,,,
C1760,N1(N2CCNC2C2NNNCC2NC(=Nc2ccccc2C)N)NNNCC1,,,,,
C1761,C1C(OO)CC(C=O)CC1O,,,,,
C1762,C(CC=C)c1nc[nH]n1,,,,,
C1763,C1NC(C2(c3cnncn3)C(C#CC)NNC2)NN1,,,,,
C1764,N1CNCNC1CC#C,,,,,
C1765,N1CN(C=N)CN(c2cnc[nH]2)C1,,,,,
C1766,C1CCC(C2CC(O)CCC2)CC1Oc1ccc2c(c1)cccc2,,,,,
C1767,C(C=CC1CCCC2C1CC(C=C)CC2)c1nnncc1,,,,,
C1768,N1(C2CCCCC2O)NNCCC1O[N+](=O)[O-],,,,,
C1769,C1(Oc2cccc3c2cccc3)CNCCN1,,,,,
C1770,C1(O)(c2nnn[nH]2)CNN(C2NNCC(N=N)C2)C1,,,,,
C1771,N1CN(N2CCCN2c2c(O)cccc2)CNC1C(=O)N,,,,,
C1772,N1N(C(=O)c2nnncn2)CC(OC(=O)N)CC1,,,,,
C1773,C1(C2CCC(O)CC2)NN(C2CC(CC#C)CCC2O)NN1,,,,,
C1774,N1CNNC(c2ccc3ccccc3c2)N1,,,,,
C1775,N1CN(C(=O)C)CC(C(=O)N)C1C1NNCNC1,,,,,
C1776,N1C(C2CNNNC2)CNC(C#N)N1,,,,,
C1778,C(C(C)N1CN(N2CNCN2)CN1)c1c(O)cccc1,,,,,
C1779,N1C(n2ccnn2)NCNC1,,,,,
C1780,N1CNCNN1C1C(c2cnnnc2)CC2CCCCC2C1,,,,,
C1782,C=CN1CNC(N=O)N1[N+](=O)[O-],,,,,
C1783,C(CC#N)(C)N=O,,,,,
C1784,C(=C)C#CC1C(CC=C)CC(O)CC1C1NCCN1,,,,,
C1785,N1CNCN(C2C(C3NCCNC3)NNC2)C1C1NCN(c2c(O)cccc2)N1,,,,,
C1786,Cc1nc[nH]n1,,,,,
C1787,C(C#C)C1CCC2(C(C3CCCCC3)n3cnnn3)CCCCC2C1,,,,,
C1788,C(#CC1CCNCC1)n1ccnc1,,,,,
C1789,N1NNN(N2CCNC2)C(NN=N)C1,,,,,
C1790,C(#CC1NNN(O)CN1)O,,,,,
C1792,C(=C)CC1C(C2NCCN2)(NC(=N)N)CC(c2nnncc2)CC1,,,,,
C1793,N1(c2nnncn2)CNCCC1,,,,,
C1794,C(#C)CC1C(C#C)CCCC1,,,,,
C1795,C1(C2NC(O)NN2)CCCC(n2cncn2)C1O,,,,,
C1796,N1CN(C#N)CNC1,,,,,
C1797,C(C#CC1CCNCC1)(C(=O)N)(N1CCCN1)N=NO,,,,,
C1798,C1CNC(C2CNNC2N=N)(c2ncn[nH]2)CN1,,,,,
C1799,N1NNNC(N[N+](=O)[O-])C1c1ccccc1O,,,,,
C1800,C1CCC2CCCCC2C1(C1NCN(C=C)N1)C=CC,,,,,
C1801,N1CN(C2CCC3C(C2C#CC)CCCC3)NC(OON2CCNN2)N1,,,,,
C1802,N1CNCCC1c1cnncc1,,,,,
C1803,C=Cn1ccnn1,,,,,
C1804,N1C(CC2CCCCC2)CNC(C(CC)C2(C)CCC(O)CC2)N1,,,,,
C1805,C1CN(C=N)CCN1C#CCCC#C,,,,,
C1806,C1(C=CC)CNC(c2cnccc2)N1,,,,,
C1807,C1CNN(Cc2ccccc2)C1,,,,,
C1808,N1CN(C(=O)C)C(C=O)CC1,,,,,
C1809,N1(n2ccnn2)CNNC(C2CCCC(N=NO)C2)N1,,,,,
C1810,C1CC(C2CNN(C3CC(c4cnc[nH]4)C(O)CC3C)NC2)CCC1,,,,,
C1811,C1CCC2(C(=O)O)CCC(c3nc[nH]n3)CC2C1,,,,,
C1812,CC=CC1(CC)NN(N2C(OC(=O)N)NCN2)NCN1,,,,,
C1813,N1(N2CNNN2)N(C2NN(C3CCCCC3O)NN2c2cnncn2)NNCC1,,,,,
C1814,N1NNC(C#CC)CC1C#CC,,,,,
C1815,C1(C2(C3N(C(=O)C)NN(CC4CCCCC4)CN3)CNNCN2)CNNN1,,,,,
C1816,N1CNC(C2(c3nnn[nH]3)C(O)CCCC2)NN1,,,,,
C1817,N1C(c2nnn[nH]2)NNC(NC(=N)N)N1,,,,,
C1818,C1CN(C2CCC(O)CC2)C(C2CNC(N)N2C#CC)N1,,,,,
C1819,C(O)C1NCN(C(=O)[N+](=O)[O-])N1NN,,,,,
C1820,N1(c2ccc(O)cc2)N(C2CNNCN2)N(C#N)N(C2CCC3CCCCC3C2)CC1,,,,,
C1821,N1(N=N)NCCCC1,,,,,
C1822,C1C(C)NCCN1,,,,,
C1823,C#CC1NN(c2ccncc2)CNN1,,,,,
C1824,C1C(CC=C)CCCC1C=CC(C=C)N=N,,,,,
C1825,N1C(C#C)CCC(N=O)(c2nccnc2)C1,,,,,
C1827,N1CC(n2ccnc2)CCC1,,,,,
C1828,N1CNC(C2CCCC(C)C2C)NC1,,,,,
C1829,CC#CCC#C,,,,,
C1830,C1C(C2(C3CNN(C(=O)[N+](=O)[O-])N3)CCCCC2)NNN1,,,,,
C1831,C1(c2nnccc2)CN(C2NCCNN2)C(C2CCC3CCCCC3C2)CN1,,,,,
C1832,N1NN(C#N)CCC1,,,,,
C1833,C1(c2nncnn2)NCNN1,,,,,
C1834,N1CNN(c2nccnc2)C(C2CNNN2)N1,,,,,
C1835,C1CCC2C(C3NNNN3)CC(C=N)CC2C1,,,,,
C1836,CC(=CC(=O)C)c1ccc(C)cc1,,,,,
C1837,CC1C(C2CNC(C)N2)CC(C2(C=N)CNNC2)CC1,,,,,
C1839,C1C(NNC2C(NN)CCCC2O)NCC(O[N+](=O)[O-])N1,,,,,
C1840,C1CC(C2CCC3(C4NNCCC4C(=O)O)CCCCC3C2)CCC1,,,,,
C1841,C1CCCCC1OC(=O)NN=O,,,,,
C1842,C(=CC1(C2NNNNC2)CCCCC1C)C1CCCC(CN=[N+]=[N-])C1,,,,,
C1843,C1N(C2CNNN2C2(C3CNCCC3)CNNCN2)CN(O)N1,,,,,
C1844,C1C(C(=O)C)CC(C2CCNN2)CC1,,,,,
C1845,N1(c2cnncn2)CNCNN1NC(=N)N,,,,,
C1846,C(C#C)n1cnnn1,,,,,
C1847,C=CC1N(C2CC(n3cnnn3)CC(C)C2)CNCN1,,,,,
C1848,N1CNCN(C2(C3CCNCC3)CCNN2N=N)C1,,,,,
C1849,CC#CCC(C#C)c1nncnn1,,,,,
C1850,N1NC(C2(C3CNCN3O)CNCCC2)CCC1,,,,,
C1852,C1CNCC(C2CNNNC2)(c2ccc(O)cc2)N1,,,,,
C1853,C1C(C#CC)NNN1,,,,,
C1854,C1(C2CCC3C(C4CC(C5CCCCC5)CC5C4CCCC5)CCCC3C2C=O)CCCCC1,,,,,
C1855,CCCC1N(C2CC(O)CCC2)CNN1Cc1ccccc1,,,,,
C1856,C(#CC1(C2NNNN2)NCCC(c2ccc3c(c2)cccc3)C1)OO,,,,,
C1857,CC1(c2ccc(C)cc2)CCCCC1,,,,,
C1858,Cc1ncncn1,,,,,
C1859,C1CNCCN1C1CCCCC1Cc1ncn[nH]1,,,,,
C1860,C(C(C)C1CNC(CCC)CC1)C1CCNN1,,,,,
C1861,N1NNCC(c2ccccc2C)C1,,,,,
C1862,C(C1CCCC(c2cnn[nH]2)C1(OO)C=C)C1NNCNN1,,,,,
C1863,CC1CC(N=NO)CC(C2C(OC3NCCNN3)CCCC2)C1,,,,,
C1864,C1(C(C#C)OC(=O)Nc2cnncc2)CCCCC1,,,,,
C1865,N1C(NN)(C2CCC3CCCCC3C2)C(C2CNNN2)(c2cccc3c2cccc3)CCC1,,,,,
C1866,C1(N=[N+]=[N-])CNN(C=CC)C1,,,,,
C1867,N1NNCC(c2cc(O)ccc2)C1,,,,,
C1868,N1N(c2nccnn2)N(N2CCNN2)CC(N=NOO)C1,,,,,
C1869,N1CCCC(N2C(C)CCN2)C1C1NCNN1,,,,,
C1870,C1CNC(c2cnccc2)CN1,,,,,
C1871,C(CC1NNNCC1)C#C,,,,,
C1872,N1CNCCC1C(C1(N2CNNN2)CCCC(N2CCNC2)C1)c1cnc[nH]1,,,,,
C1873,CCCC1CC(C2N(c3cnccc3)CCCC2)CCC1O,,,,,
C1874,C(=C)C1C(C2NCNN2)N(C(=O)C)CCC1C=O,,,,,
C1875,N1(C(=O)OO[N+](=O)[O-])CNNCN1,,,,,
C1876,C1N(c2nnncn2)NNN1,,,,,
C1877,C(#Cc1nnncn1)C1NNCN(N2CCCN2)N1,,,,,
C1878,C1CCCCC1C1NNCC(C2C(O)C(c3ccc4ccccc4c3)CCC2)C1,,,,,
C1879,N1CCCCC1C1N(N=NO)N(NC(=O)C)NN1,,,,,
C1880,N1C(O)NCNC1,,,,,
C1881,C1C(C(=O)[N+](=O)[O-])NNN1,,,,,
C1882,N1(C#CC)CC(c2ncc[nH]2)NCN1C#CC,,,,,
C1883,N1NNNCC1c1ccncc1,,,,,
C1884,N1CN(N2CNNN2N[N+](=O)[O-])NCN1,,,,,
C1885,C1C(c2ccn[nH]2)N(C2C(O)CCC(C3CNCN3C3CNNCC3)C2)NC1,,,,,
C1886,C1CCCCC1C1NC(c2nnn[nH]2)NN1,,,,,
C1887,N1NNC(NN)CC1,,,,,
C1888,C#Cc1ccn[nH]1,,,,,
C1889,N1(c2ncn[nH]2)CNC(C2NCCN2)N(CC=C)C1,,,,,
C1890,N1C(C#N)NNCN1,,,,,
C1891,N1(C2CNC(C#C)N2)CNCCC1C(=O)O,,,,,
C1892,C1C(C(=O)O)C(C(=O)O)CCC1ON=N,,,,,
C1893,N1CCCC(CC#C)C1,,,,,
C1894,C1CCC(C2CN(C3CNNCN3)N(CC=C)NC2)CC1OC#CC,,,,,
C1895,C1CNCN1C1CNN(C)N(c2nccnc2)C1,,,,,
C1896,C(C=CC1NCCN(c2cnncc2)C1)C1CCNCC1,,,,,
C1897,C(#C)C1NCNN1C1(c2c[nH]nc2)CNN(C=C)CC1,,,,,
C1898,CC1(c2ccncc2)CC(C=CC)CCC1C1NNNNC1,,,,,
C1899,N1C(C=CCc2nccnn2)C(C#C)CC(C2NNNCN2)C1,,,,,
C1900,C1(C2NNNCN2c2cccc3c2cccc3)CN(C)NC1,,,,,
C1901,N1(N[N+](=O)[O-])C(OC(=O)N)CCCC1,,,,,
C1902,N1NCCC(C2NNN(c3nnccc3)N2)C1N=[N+]=[N-],,,,,
C1903,N1NN(C2NNNN2)N(C2(C3(C)CCC(C)CC3)CNNNC2)CC1,,,,,
C1904,C(C#CCC(O)N)C1CNCN1,,,,,
C1905,C1NCN(c2cnccc2)N1,,,,,
C1906,C1(OO)N(C(=N)CC=C)CNN1,,,,,
C1907,C(#CC1CN(c2cccc(C)c2)NN1)N=NO,,,,,
C1908,C1(c2cccc(C)c2)NN(C=O)N(C2CNNN2)N1,,,,,
C1909,N1N(c2ccncc2)NNCC1,,,,,
C1910,N1C(N=NO)CNC(C2CCCCC2C)N1,,,,,
C1911,N1C(n2cnnn2)NN(N2CCCN2)CN1,,,,,
C1912,N1CN(CC=C)C(N=O)N(C2NNN(C#N)NC2)N1,,,,,
C1913,CC1CCC(c2nnnnc2)CC1,,,,,
C1914,N1CCNC(c2c[nH]cn2)N1,,,,,
C1915,N1(C(=O)N)NNNCC1,,,,,
C1916,C(#C)C1N(c2cc[nH]n2)NNNC1,,,,,
C1917,C1NNN(C2CNN(NC(=N)N)CC2)N1,,,,,
C1918,C1C(C2NCCNN2)C(CC)(C2CCC(O)CC2)CC(n2cccn2)C1,,,,,
C1919,C1(N2CNCN2C2CCCC3(c4nccnc4)C2CCCC3)NN(C(=O)[N+](=O)[O-])NN1,,,,,
C1920,N1C(C2CNNCC2)CNC(O)N1,,,,,
C1922,C(=C)C1C(C(=O)N)CNN1,,,,,
C1923,N1NCC(C(=O)O)C(C2CN(c3cnncn3)NC2)C1C(=O)C,,,,,
C1924,N1CN(C2CCCC(n3cnnn3)C2)CNN1,,,,,
C1925,C1N(C2CNC(C=CC)CC2)NNN1,,,,,
C1926,C1CNN(NC(=NC(=O)C2CCCC(C)C2)N)N1N=O,,,,,
C1927,C1N(C2CNCN2)NN(C2N(c3ccc4ccccc4c3)NNC(C3NCNN3)C2)N1,,,,,
C1928,N1(N=N)NNNCC1C1NCNN1,,,,,
C1929,C1CCCC(C2NCC(O)N2)C1O,,,,,
C1930,N1C(c2nnnnc2)N(N2CCNC2)CCC1,,,,,
C1931,C1(C=N)(NC(=N)N)CN(N=O)N(O[N+](=O)[O-])N1,,,,,
C1932,N1CCCC(C2NNNC(n3ccnc3)C2)C1,,,,,
C1934,C(C#CO)(N1CNNN1CC)OC(=O)N,,,,,
C1936,C1(C(=O)O)CN(C)CCN1,,,,,
C1937,C1CNC(C2CCCCC2)N1,,,,,
C1938,N1NNNC(N=[N+]=[N-])C1,,,,,
C1940,N1(OC(=O)N)CC(c2cc(O)ccc2)CC(O)(N=NO)C1,,,,,
C1941,C1CN(N2CC(C=O)NC2)CCN1,,,,,
C1942,N1CNNC(c2nnccc2)N1,,,,,
C1943,C1NCNN1C(=O)NOC(=O)N,,,,,
C1944,C1C(N2C(N3CCNC3)NCN2)N(c2nccnn2)NC1,,,,,
C1945,N1CCNCN1C,,,,,
C1946,N1(C2CCNCC2)CNN(C#N)CN1,,,,,
C1947,N1NN(C2(c3cc[nH]n3)CNCN2N2CN(C3NCCCC3)CN2)CCC1,,,,,
C1948,N1CN(n2cnnn2)CNC1,,,,,
C1949,N1(C)N(CC)NNCC1C1C(C2CCCC3C2CCCC3)NCCC1,,,,,
C1950,C1CNCC(O[N+](=O)[O-])N1,,,,,
C1951,C1CCCC(n2ccnc2)C1,,,,,
C1952,N1(N2CC(NN)(c3cc[nH]n3)NC2)CNCNC1,,,,,
C1953,C1CCC(C)CC1C=N,,,,,
C1954,N1(C(=O)[N+](=O)[O-])C([N+](=O)[O-])CN(c2nncnn2)CN1,,,,,
C1955,C1(C=NN=NO)CCC(Nc2ncc[nH]2)CC1O,,,,,
C1956,N1NNCC(c2nc[nH]n2)C1,,,,,
C1957,N1CNNC(N=NO)N1C1(CC=C)NCCCC1,,,,,
C1958,N1N(N=N)NCCC1n1ccnc1,,,,,
C1959,CC(C1CNNN1c1nncnc1)C1CCCC2C1CCCC2,,,,,
C1960,N1(c2nncnc2)CN(C)C(N=O)NC1,,,,,
C1962,N1NNCC(C2(C(=O)[N+](=O)[O-])CNNC2)C1c1c[nH]cn1,,,,,
C1963,N1CN(C2C(O)(c3ccc4c(c3)cccc4)CCCC2)CCC1,,,,,
C1964,N1(N)NNC(C2CCCC3C2CCCC3)CC1,,,,,
C1965,CCN=NOC=CC,,,,,
C1966,N1CC(c2cnnnc2)NCN1,,,,,
C1968,CC1CCCC(N[N+](=O)[O-])C1,,,,,
C1969,CC#Cc1c(O)cccc1,,,,,
C1970,C1CCC2CCCC(c3cnc[nH]3)C2C1,,,,,
C1971,N1N(c2nncnc2)NCC(C2CCCCC2)C1,,,,,
C1972,C1CN(c2cnccc2)CC(C2CCNN2)N1,,,,,
C1973,C1(C2NN(N=N)NCC2)NN(n2ccnc2)NN1,,,,,
C1974,N1(C(=O)N)NNCC(N=NO)C1,,,,,
C1975,N1CC(NN)(C#N)NCN1C=CCO,,,,,
C1976,N1C(N=[N+]=[N-])NN(N=N)C(c2ccc(C)cc2)N1N=N,,,,,
C1977,C(CC)(C#N)CC=C,,,,,
C1978,N1NNC([N+](=O)[O-])C(N)(C2NNNCN2)C1c1ccncc1,,,,,
C1979,N1CN(c2ncccc2)CNC1,,,,,
C1980,N1(N=NO)CNCNN1,,,,,
C1983,C(=CC1C(O)C(n2ccnn2)C(N2CCCN2)CC1)C(=O)O,,,,,
C1984,N1(C2CN(C(=O)C)N(c3cnn[nH]3)CC2)N(C2CCC(C)CC2)NCCC1,,,,,
C1986,C(#C)C1NN(N)C(c2nnncc2)N(C2CNNNC2)C1,,,,,
C1987,C1CC(C2CC(C(=O)C)(c3c[nH]cn3)CCC2)CCC1,,,,,
C1988,N1CCNCN1C1C([N+](=O)[O-])CC2C(C1)C(C1NNNCC1)CCC2,,,,,
