CID,SMILES,Hf /kJmol-1,Hf_spread /kJmol-1,density / gcm-3,det_velocity / kms-1,det_pressure / Gpa
C5672,C1C(c2ncc[nH]2)CCCC1,,,,,
C5673,C1CNCCN1C1CCCC2C1(O[N+](=O)[O-])CCC(C=O)C2,,,,,
C5674,N1CNC(c2nnnnc2)NN1,,,,,
C5675,C(C#C)C1CCNCC1C=Cn1cccn1,,,,,
C5676,C1NCNN1C1N(N=NOC2CNNN2c2cnnnc2)NCNC1,,,,,
C5677,C1CNC(C(=O)C)N1,,,,,
C5678,C=C(CCC)C1(n2cncn2)CCC2C(C1C=CC)CCCC2,,,,,
C5679,CC1(C2(OC(=O)N)CCC(O)(C3CNNCC3)CC2)CCCCC1,,,,,
C5680,C(CCO)C1C(c2cnccc2)CNCC1,,,,,
C5681,C1CN(C(=O)O)NN1C=C,,,,,
C5682,C1CCC(C2CNNC2)C(C2CNNC(c3ncccc3)N2C2NCCNN2)C1,,,,,
C5683,C(C)C1(C2NNNCN2)N(N=N)N(O)NCN1,,,,,
C5684,N1(c2ccc(C)cc2)CNNCN1,,,,,
C5685,N1CC(OO)CCC1,,,,,
C5686,C1(CC=C)(C(=O)[N+](=O)[O-])N([N+](=O)[O-])CNN1,,,,,
C5687,C1CCCCC1N=NC=CC,,,,,
C5688,C(#CC(=O)ON1CCCN1)c1nnnnc1,,,,,
C5689,C1CNNN1C(=O)On1cnnn1,,,,,
C5690,N1C(n2cnnn2)CNCN1,,,,,
C5691,CCC1(c2nnncc2)NCCNC1,,,,,
C5692,CC#CC#N,,,,,
C5693,N1CNC(C2CC(O)C(c3ccc4c(c3)cccc4)CC2C)NC1,,,,,
C5694,N1CN(N=O)C(c2ccn[nH]2)CC1,,,,,
C5695,N1CNCN(c2ncncn2)C1,,,,,
C5697,N1C(C2NNNC(c3ccn[nH]3)N2)CCCC1,,,,,
C5698,C=CC1NCN(C2CCC3CC(N[N+](=O)[O-])CCC3C2)N1C1C(O)CCCC1,,,,,
C5699,C1CCCC(N2CCC(C3CNN(CCC)N3)N2)C1,,,,,
C5700,N1(C#C)CNCNC1O,,,,,
C5701,C(CC1NCNN1)n1cncn1,,,,,
C5702,N1CNC(n2ccnc2)CC1,,,,,
C5703,N1(N[N+](=O)[O-])C(c2ncncn2)C(O)CCC1,,,,,
C5704,N1CN(C2(N=O)CCNN2)C(c2nnnnc2)CC1,,,,,
C5705,C(CC)C1C(C2NCNN2N=O)NCN1,,,,,
C5707,N1(c2ccccc2O)CNNCN1,,,,,
C5708,CC=CN=NN=Nc1nccnc1,,,,,
C5709,C1(C(=O)O)C(C2NCC(CC)N2)N(C#N)CCN1,,,,,
C5710,N1CN(C2(C3C(O)CNCC3)NCCNC2[N+](=O)[O-])NCN1,,,,,
C5711,CC(=C)C1NN(C#N)NCC1,,,,,
C5712,C=Cc1ncn[nH]1,,,,,
C5713,N1NCC(NNNN)CC1,,,,,
C5714,CCC1(C2NNCC(C(=O)C)C2c2nccnn2)NCCNC1,,,,,
C5715,C1(C2CC(c3nnncc3)C3C(C2)CCCC3)CN(C(=O)[N+](=O)[O-])N(N2CNCN2)C1,,,,,
C5716,C(C1(c2cnc[nH]2)CCCCC1)C1CCNN1,,,,,
C5717,C1NC(c2cnc[nH]2)NN1,,,,,
C5718,CC#CN,,,,,
C5719,C1NN(C2CCNN2)NN1c1cnn[nH]1,,,,,
C5720,C1NNN(n2cccn2)N1,,,,,
C5721,C(C(C)(N=NO)C(=O)O)c1ncn[nH]1,,,,,
C5722,N1N(C2NNCC(c3nnncc3)C2C2CNNN2)CCCC1,,,,,
C5723,CC#CC(C=CC=C)N=NO,,,,,
C5724,CC1([N+](=O)[O-])C(C(=O)O)CCCC1,,,,,
C5725,C1(c2ccc3ccccc3c2)CNNN1,,,,,
C5726,N1(N2CNCN2)NNN(C(=O)N)CC1c1nccnc1,,,,,
C5727,C1C(C2CCC(n3cnnn3)CC2)(N[N+](=O)[O-])CCCC1O,,,,,
C5728,N1C(N)NC(N=[N+]=[N-])C(O[N+](=O)[O-])C1,,,,,
C5729,C1NN(Cc2ccccc2)NN1,,,,,
C5730,N1C(c2cccc3c2cccc3)NCN(C2NCCNN2)C1,,,,,
C5731,C1C(c2nccnc2)N(C)NC1,,,,,
C5732,C1(c2ncc[nH]2)CCC2CC(C3CCNN3)CCC2C1,,,,,
C5734,C#CCC1(C2NNNNC2)C(C2(OO)NNNNC2)CCCC1,,,,,
C5736,C#CC1(NN)NNCNN1,,,,,
C5737,CC(=C)c1ncc[nH]1,,,,,
C5739,C(CC=N)C1(C=CC)CNNC1,,,,,
C5740,N1CNC(OO)NN1,,,,,
C5742,C1NNN(c2nnncc2)N1,,,,,
C5743,N1NCC(C2(C3CNCN3)CC(O)(C3NN(c4ccc5ccccc5c4)NCN3)CCC2)CC1,,,,,
C5744,CC(C1CCNCC1)C1NCCN1C1CCNN1c1nccnn1,,,,,
C5745,N1C(CC)NNCN1,,,,,
C5746,C1(C)(C2CNNN2)CCC2CCCCC2(c2cnnnc2)C1,,,,,
C5747,C(C#C)(C1NNNCC1)N=NO,,,,,
C5748,N1N(C2(C#C)CCCCC2C)NCCC1,,,,,
C5749,N1NCCC(C2NNNC(c3cnccc3)C2C=O)C1,,,,,
C5750,CCC(N1CN(C(=O)O)NN1)C1NNCNN1,,,,,
C5751,N1NNNC(c2ccc(O)cc2)C1,,,,,
C5752,N1(C(CC)(C2NCNCN2)N=N)C(N)CNCN1,,,,,
C5753,C1(N=NO)NNNN1,,,,,
C5754,N1CC(c2ncccc2)CCC1,,,,,
C5755,C(C=C)C(=O)Nc1ccncc1,,,,,
C5756,C1CNC(c2nnncn2)CN1,,,,,
C5757,C1C(C2(CC#C)CCNCC2)N(C(=O)N)C(N)N1,,,,,
C5758,C1C(C2CCCC(C)C2)C(C2CNNC2)(c2cnncc2)CCC1,,,,,
C5759,C(C#CC1C(C2CNCCC2)NNN1O[N+](=O)[O-])C(=O)N,,,,,
C5760,C(C1CCCCC1)(C1CCC(C)CC1)C=N,,,,,
C5761,C#CC1C(NN)C(C=C)NCC1,,,,,
C5762,C1C(C2NC(C=CC)CNN2[N+](=O)[O-])CCCC1,,,,,
C5763,N1CNCNC1C1NC(c2ncn[nH]2)CCC1,,,,,
C5764,N1(N=N)CNC(C2CNNN2)N(C2CCCC3C2CCCC3)C1,,,,,
C5765,C1(O[N+](=O)[O-])NNNN1,,,,,
C5766,CC#CC1(C2CCC3(C#C)C(C2)CCCC3)CNNN1,,,,,
C5767,CC(=C)N1CNNN1C(=O)[N+](=O)[O-],,,,,
C5768,C1CN(c2ccncc2)CN1,,,,,
C5769,N1(C2CCC(OON=NO)C(C)(N)C2)CNCNN1,,,,,
C5770,C1(CC#Cc2cnccc2)CNC(C(=O)N)N1C,,,,,
C5771,CC1C([N+](=O)[O-])C(OC(=O)[N+](=O)[O-])(N)CCC1,,,,,
C5772,C(C1CCCCC1)(C1CNNN1)C1NCCN1C(=O)O,,,,,
C5773,C1NCN(C(=O)C)N1,,,,,
C5774,C(=C)(C1CCCC(C)(CCC(=O)[N+](=O)[O-])C1)C=CC,,,,,
C5776,N1(C#N)NNCCC1,,,,,
C5777,N1NNN(N(N)O)CC1,,,,,
C5779,C1CNN(C2C(C3CCN(c4nnn[nH]4)N3)CCC(C)C2)N1,,,,,
C5780,N1NC(NC(=N)N)CCC1,,,,,
C5781,N1(C)CC(C2CCC(O)CC2)C(c2cccc(C)c2)CC1,,,,,
C5783,C(CCOO)OOc1nnncn1,,,,,
C5784,C(C)C1NNN(C2NC(CC#C)NN2)N1,,,,,
C5785,C1CNCC(OC(=O)N)(C#N)N1,,,,,
C5787,N1(C2(C3NNCNN3)C(C=CC)NNNC2)NCCCC1,,,,,
C5788,C1CCC2C(C3N(C(=O)O)CNCN3)CCCC2(C2CNNN2)C1,,,,,
C5789,C1N(c2nnccc2)NNN1,,,,,
C5790,C1CC(n2cncn2)CCC1(O)C1CC(O)CCC1,,,,,
C5791,C1C(O[N+](=O)[O-])NNC1,,,,,
C5792,N1CNCN(C(=O)[N+](=O)[O-])C1C=CC,,,,,
C5793,N1NN(C=C)NC(c2c[nH]nn2)C1,,,,,
C5794,N1(C(=O)ON2CN(c3nnn[nH]3)NN2)CNCNN1OC(=O)N,,,,,
C5795,C1(NO[N+](=O)[O-])NCNN1,,,,,
C5796,N1CNCNN1C(=O)OC1NCN(N2CCNC2n2cnnn2)CN1,,,,,
C5797,C(C#CC1CCC(O)C(c2c[nH]nc2)C1)C#C,,,,,
C5798,N1C(C#N)CN(CCCCc2ccccc2)CN1C,,,,,
C5799,C1(C2CN(c3cnc[nH]3)NCN2)C(C#N)N(C2NNCCC2)CN1,,,,,
C5800,N1NNN(C=CC)CC1C1N(C)NCNC1,,,,,
C5801,CC#CC1(C2CNNN2c2nccnn2)NN(C2CNNCC2)CNN1,,,,,
C5802,C(CC(=C)c1ccc2c(c1)cccc2)N1CCNC1,,,,,
C5803,N1(C2CCC3C(c4ccc5ccccc5c4)(C2)C(NN)CCC3)CNCN(C#CC)N1,,,,,
C5804,C1CNCC(CC)N1,,,,,
C5805,CC(C)c1c[nH]nc1,,,,,
C5806,CC1CC(c2ccncc2)CCC1,,,,,
C5807,C1CNC(N2CC(N)NN2)(C2CCNN2)N1c1ccc2ccccc2c1,,,,,
C5808,C(C=C)C1(N=O)CCCCC1C,,,,,
C5809,C1N(C2CNNCC2)N(C2([N+](=O)[O-])CNCN2)NN1,,,,,
C5811,C1C(C2CCC3(C#N)C(c4nccnc4)CCCC3C2)NNC1,,,,,
C5812,C1(C2NNNCN2)CC(C#N)CCC1(O)O,,,,,
C5814,N1CNCCC1C1CCC(Oc2c[nH]nc2)CC1,,,,,
C5815,C1NNNN1c1cnncn1,,,,,
C5816,CCCC1(N2CCNN2)NNNCC1N=NO,,,,,
C5817,N1CNCN(CC(CN)C(=O)O)N1,,,,,
C5818,CC1CC(c2ncncn2)CCC1,,,,,
C5819,N1(C(=O)O)N(C(=O)N)CCC(N[N+](=O)[O-])C1,,,,,
C5820,CCCC#CCOO,,,,,
C5821,C1CCCCC1NC(=N)N,,,,,
C5822,N1(C2(CC#C)NNNNC2)CNCNN1,,,,,
C5823,CC1(C2NCCNN2)CN(C2(c3c[nH]cn3)CCNCC2)NN1,,,,,
C5824,CCc1nccnc1,,,,,
C5825,N1(C=CC)CN(C2CCC(C3CNNC3)C3C2CCCC3)NCN1,,,,,
C5826,N1NN(C2CCNN2)NC(c2cc[nH]n2)C1,,,,,
C5827,N1(N(C(=N)N)C2NCNN2)C(N=[N+]=[N-])NCC(C2CNCCC2)C1,,,,,
C5828,C1N(n2cnnn2)N(C2CCNCC2)NN1,,,,,
C5829,C1C(C#N)NCN1,,,,,
C5830,C(CCc1c[nH]nc1)C1CC(C2CCC3CCCCC3C2)CC(C)(C2CNNNC2)C1,,,,,
C5832,C(C)(C1C(C2NCNN2)NNCN1)C1NCN(c2cnn[nH]2)N1,,,,,
C5833,N1N(C2N(C#C)NNCC2)N(C)CCC1,,,,,
C5834,N1CC(CC)NCN1,,,,,
C5835,C=Cc1cccc(C)c1,,,,,
C5836,CC(=CC1CNNN1N=[N+]=[N-])C#C,,,,,
C5837,N1(c2cnncc2)CCNCN1,,,,,
C5838,N1CN(c2cc(O)ccc2)CNN1,,,,,
C5839,C1(c2c(O)cccc2)NNNN1,,,,,
C5840,N1(c2nncnn2)NNNCC1,,,,,
C5841,N1N(C2CCC3C(C2)CCCC3)NCC(C2(C3NNNNC3)N(n3ccnn3)NCCC2)C1,,,,,
C5842,N1(C2NN(c3ncc[nH]3)NCC2)CNCNN1,,,,,
C5843,C1(C)CCC(CO)(C2NCCN2)CC1O,,,,,
C5844,C#Cc1c[nH]nn1,,,,,
C5845,N1(C2NNNN(n3cncn3)C2)CC(C2NCNN2)NCN1,,,,,
C5846,C1CCC2CC(NC(=N)N)CCC2(C2N(c3cnncc3)NNCC2)C1,,,,,
C5847,C1CCC(C2NCCN(c3nnccc3)N2)(C2(C(=O)C)CNNCC2)CC1,,,,,
C5848,N1C(C2NCNN2C2CNN(C)C2)(CC#C)NNCN1,,,,,
C5849,C1CCC(C2C(N3CNNN3)N(C(=O)C)NN2)CC1C1CNNC1,,,,,
C5850,C(C#C)C(C(=O)[N+](=O)[O-])C1CC(O)(C(=O)O)CCC1,,,,,
C5851,N1(C=N)C(OO)NC(NN)NN1,,,,,
C5852,C1C(C2CCC3(c4ccccc4C)C(C2)CCCC3)CCCC1O,,,,,
C5855,N1N(C2(c3cnccc3)CNNCC2)CCCC1,,,,,
C5856,C(C)c1ccc(C)cc1,,,,,
C5857,CC1CCC(O)CC1n1cncn1,,,,,
C5858,CCCC(=N)c1ccccc1O,,,,,
C5859,N1CCN(C(C)c2cnncn2)C(C)N1N1CCCN1,,,,,
C5860,C1CN(C2CCC(OCC#C)CC2)C(N=NO)N1C1C(O)CCCC1,,,,,
C5861,N1(c2ncc[nH]2)CN(C2CNNC2)CNN1,,,,,
C5862,CC1CCC(C2CNNN2)(C2CNNN2)CC1(O)c1ncccc1,,,,,
C5863,C(C)n1cccn1,,,,,
C5864,N1(c2nncnc2)CCNCN1,,,,,
C5865,C(#C)C1(C(=O)O)C(OC(=O)NCC2CCCCC2)CC(C)CC1,,,,,
C5866,C1C(C(=O)N)CC(C2CCCCC2C)CC1(O)c1cccc2c1cccc2,,,,,
C5867,C1(C(=O)C)CNC(C(=O)[N+](=O)[O-])CN1,,,,,
C5868,C1NN(C2NNNN2)NN1N,,,,,
C5869,Cc1nncnn1,,,,,
C5870,N1NN(C2C(O)C(c3cnn[nH]3)CCC2)N(N2CCNN2)CC1,,,,,
C5871,C1C(C2NCNN2)N(N2CCNC2)NC1C1CN(C(=O)N)NC1,,,,,
C5872,CC1C(C2CN(N3CNNN3)C(C3NCCN3c3c(O)cccc3)N2)CCCC1,,,,,
C5873,N1CNNC(N=O)N1,,,,,
C5874,N1CC(N2CN(C(=O)O)C(O)N2)CCC1,,,,,
C5875,N1CNCCC1N=[N+]=[N-],,,,,
C5876,C1NC(N2CNNN2)NN1C=CCc1nnncn1,,,,,
C5877,C1CNNN1C1CCCC(C)(CCC)C1(N)CC,,,,,
C5878,N1NCC(n2ccnn2)CC1,,,,,
C5879,N1N(C2CN(O[N+](=O)[O-])NN2)NCCC1,,,,,
C5880,N1(C(=O)[N+](=O)[O-])N(C#CC)NNC(N2CCNC2)C1,,,,,
C5881,C1NN(NC(=NCC)N)NN1,,,,,
C5883,C1CNC(c2cc(O)ccc2)N1C1CCC2C(C1)CC(C1CNCCC1)C([N+](=O)[O-])C2,,,,,
C5884,C1C(C2(C3CCC(C)C(C4CNN(N=N)CN4)C3)CNCN2)NNC1,,,,,
C5886,N1NNN(C2CN(c3nccnn3)N(N=NO)C2)CC1,,,,,
C5887,N1CC(C2CCCCC2)N(c2cnncc2)CN1,,,,,
C5888,CC(C(C)N=N)N1C(C#CC)CNC1,,,,,
C5889,C1NCNN1c1ccncc1,,,,,
C5890,C1C(C2NC(c3cnncc3)CNC2)CC2CCCCC2C1,,,,,
C5891,C1CCC(C=N)C(c2cc(O)ccc2)C1(O)C1CCCC2C1CCCC2,,,,,
C5892,N1C(C2CCCCC2)CCC(C=N)C1,,,,,
C5893,C1(C2(N3CNCN3)N(c3cccc4c3cccc4)CN(C(=O)O)N2)CNNC1,,,,,
C5894,N1(c2ccccc2C)NNC(C2N(C=O)NNCN2)C(C2C(O)CCCC2)C1,,,,,
C5895,N1(C2N(c3ncccc3)CNN2)CNCNC1,,,,,
C5896,C1CCC2(C3C(c4cnnnc4)NCCC3)CC(C(=O)N)CCC2C1,,,,,
C5897,N1C(C2(C3CCCCC3O)NNNN2)NC(N)N(N[N+](=O)[O-])C1,,,,,
C5898,C1CNCCN1n1ccnn1,,,,,
C5899,C1C(CC(C)c2nnncn2)NNC1C1CNC(C#C)N1,,,,,
C5900,CNN,,,,,
C5901,C1CCCC(C#CC)C1(C1N(C)CCCC1)C1NCNCN1,,,,,
C5902,N1NCC(C(=O)O)CC1,,,,,
C5903,C1(C2C(n3ccnn3)NNCC2N=[N+]=[N-])(C2CCCC3C2CCCC3)CNNC1,,,,,
C5904,Cc1cnncn1,,,,,
C5905,CC(=C)C(=O)ON=N,,,,,
C5906,N1CCC(N2CNCN2)C(c2ccncc2)C1,,,,,
C5907,C1(C2CCNN2)N(C=C(C)C2CCC3CC(n4ccnn4)CCC3C2)NNN1,,,,,
C5908,C1CN(C(=O)C)CC(c2ccccc2O)N1N=[N+]=[N-],,,,,
C5909,C1CC(NC(=N)N)(c2ccncc2)CCC1,,,,,
C5911,CC(=C)c1cccc(C)c1,,,,,
C5912,C1CCCCC1C1NNN(c2nncnn2)N1,,,,,
C5914,N1N(C(=O)N)N(C2CCC(Cc3ccc(C)cc3)CC2)NC(C2CCC3C(C2)CCCC3)C1,,,,,
C5915,CCCC1CC(O)C(c2ccncc2)CC1,,,,,
C5916,N1(c2nnccc2)C(C2CN(C)NC2)NCNN1,,,,,
C5917,CC(N1CNCN1C1NNCNN1c1cnnnc1)N,,,,,
C5918,N1CNNC(OC(=O)N)N1c1ncc[nH]1,,,,,
C5919,N1CC(CC)CCC1,,,,,
C5920,C(=C)OO,,,,,
C5921,N1CN(C=C(C)C2CCCCC2)CNN1C1NCNN1,,,,,
C5922,N1(c2nnnnc2)C(N=NO)CN(C=N)CN1,,,,,
C5923,N1NC(Cc2ccccc2)CCC1,,,,,
C5924,C(C1NCNN1)N1CN(N[N+](=O)[O-])NN1,,,,,
C5925,N1(C#N)C(C2C(C3CNNN3)NCN2)(c2c[nH]nn2)NCNC1,,,,,
C5926,C(CC)(C1CNNN1)C1C(C2CCCCC2O)N(c2ncncn2)NN1,,,,,
C5927,N1(C2(C3(C(=O)C)NNCNN3)CNNC2)CCNC(c2ccc3ccccc3c2)N1,,,,,
C5928,C1CC(CC#C)(N)C2(C3CCC(C)C(c4ncccc4)C3)CCCCC2C1,,,,,
C5929,N1NNN(n2cccn2)CC1,,,,,
C5930,C1CNN(C2C(O)CC(CC#C)CC2)C1C,,,,,
C5931,C1CNCN1C1(C2C(O)CCCC2)CC(Oc2cnn[nH]2)CCC1,,,,,
C5932,N1CN(N2CNN(C(=O)OC3CCNN3)N2)CC(c2nnnnc2)C1,,,,,
C5933,N1NC(c2ncn[nH]2)CCC1,,,,,
C5934,N1(CCCN2C(c3ncn[nH]3)CCN2)NNNCC1O[N+](=O)[O-],,,,,
C5935,N1CC(C2NNNNC2)N(C(=O)N)CN1,,,,,
C5936,C(C#C)C1N(C2NCCN2)C(OO)C(C2NNNCC2)CC1,,,,,
C5937,N1(C=N)CCNCN1,,,,,
C5938,C(C#C)c1cnncn1,,,,,
C5939,C1CC(C2CC(C3CCCCC3)C3C(C2)CCCC3)C2CC(C3NCCN3)CCC2(OO)C1,,,,,
C5940,C1(N=NOO)N(N2CCNC2C2CCCCC2O)NNN1,,,,,
C5941,C1CC(C2(C=N)NCNC(N3CCCN3)N2)CCC1C1CCNN1,,,,,
C5942,N1NN(C2NNCN(C(=O)O)C2)CC(c2cnn[nH]2)C1,,,,,
C5943,CC#CCC#CCCc1ncc[nH]1,,,,,
C5944,C1CCC(c2nccnn2)CC1,,,,,
C5945,N1CN(C=O)C(C2CNN(c3nnncn3)CN2)(C2CNCN2)NN1,,,,,
C5946,C(C#C)C1CN(NN)C(C2CNNC2)CC1,,,,,
C5947,CC1(C2CCCCC2O)CC(C2CNNN2)CC(NC(=Nc2cccc3c2cccc3)N)C1,,,,,
C5948,C1CCC2CCCCC2(C2NNCN(C3CCNCC3)C2c2ncc[nH]2)C1,,,,,
C5949,N1N(C=O)N(C2C(C#N)C(O)CCC2)CCC1,,,,,
C5951,C1(C2N(C)CC(NNCC=C)NN2)CNCN1,,,,,
C5952,N1(CC=C)C(OO)CNCN1,,,,,
C5953,CC#N,,,,,
C5954,C(#C)C1(C2CNC(N=[N+]=[N-])N2)CC(O)CCC1,,,,,
C5955,CC(CN1C(N[N+](=O)[O-])(C#CC)CNN1)C(=O)O,,,,,
C5956,C1CCC2CCCCC2(C2NCCNN2c2nncnc2)C1,,,,,
C5957,CC#CC(C1CCC(C2CC(C3CCCCC3C)CCC2O)CC1)CC,,,,,
C5958,CCc1ccn[nH]1,,,,,
C5959,C1C(C2N(c3ccn[nH]3)NCNC2)(C2CNNN2)NNN1,,,,,
C5960,CCCN=NO,,,,,
C5961,C1CN(C2CCC3C(C2)CC(C=CCc2cccc4c2cccc4)CC3)NC1,,,,,
C5962,C1C(C2NNNN2)NN(CC)C1,,,,,
C5963,C(#Cc1cnc[nH]1)N=NO,,,,,
C5964,C(C1CCCCC1)NN,,,,,
C5965,C1CCCC(O)C1O,,,,,
C5966,N1(C2CCCC(c3nnccc3)C2O)CNCNN1,,,,,
C5967,C1NNN(C2(CC=C)CC(N[N+](=O)[O-])NC(c3cnncn3)C2)N1,,,,,
C5968,N1C(c2nc[nH]n2)CNCN1,,,,,
C5969,C1NCNN1NNC1NN(C#CC)NN1,,,,,
C5970,N1CCN(c2cnc[nH]2)CN1,,,,,
C5971,C1C(C2C(O)CCCC2)CC2C(C3(C=O)CCC(O)CC3)CCCC2C1,,,,,
C5972,N1CNC(CC)CC1N,,,,,
C5973,N1NCCC(C2CCCCC2)C1,,,,,
C5974,C1NC(C2CNC(C3CCCCC3)N2)(N[N+](=O)[O-])NN1O,,,,,
C5976,N1C(Cc2ccccc2)NCNN1,,,,,
C5977,C1C(C2NN(C)CNC2)C(C#CC)CCC1,,,,,
C5978,C1(N2C(C3CCCCC3c3nnn[nH]3)NNN2)NNNN1,,,,,
C5979,C(#C)c1nncnn1,,,,,
C5980,C=C(N=NC1NNC(C2CCCCC2)CC1)CCC,,,,,
C5981,C(#C)N1CNNN1C1(C#CC)CN(C#C)CN1,,,,,
C5982,CC(=Cc1cnc[nH]1)CC#C,,,,,
C5983,N1NNN(NC(=N)N)C(NN)C1,,,,,
C5984,CC1CC(NC(=N)N)CCC1C1C(C2CNCCC2)NNCC1,,,,,
C5985,N1(C=O)C(N)C(CC=C)CCC1,,,,,
C5986,C1NCNN1CC#C,,,,,
C5987,CC1CCCC(N=N)(C2NN(C3NC(C(=O)O)CNN3)CNC2)C1,,,,,
C5988,CC(=C)C1(N)NCC(CC=C)(CCC)N1,,,,,
C5989,N1(N2CNN(c3ccn[nH]3)N2)NNNCC1,,,,,
C5990,C(CN1CNCN1)N,,,,,
C5991,C(C1CCCC(C2CCC3C(C2)CCCC3)C1)(C(=O)NN=N)C=C,,,,,
C5992,C(=CC1(C=N)N(C(=O)[N+](=O)[O-])CCCC1)C(=O)C,,,,,
C5993,C1C(CC#C)NNC1,,,,,
C5995,N1CNCC(N(NN)C(=O)O)(C=C)C1,,,,,
C5996,C1([N+](=O)[O-])CCC(OC(=O)N)CC1O,,,,,
C5997,CCc1nccnc1,,,,,
C5998,C1C(C#C)CC(C2CCCCC2O)(N)CC1O,,,,,
C5999,C=C(C1C(N=O)CCCC1)n1ccnc1,,,,,
C6000,C(C1(N=NO)CCCCC1N=NCC)O,,,,,
C6001,CC1CCN(C=CC)N1,,,,,
C6003,C(C)c1cnc[nH]1,,,,,
C6004,N1C(N=[N+]=[N-])NN(C2(C3C(c4ncncn4)CNCC3)NCCN2)CN1,,,,,
C6005,N1(C#C)CNCN(NN)C1C1NCCNC1,,,,,
C6006,C1(CC2CCCCC2)NN(NN)NN1,,,,,
C6008,C1C(C2NNN(OOn3ccnc3)CC2)NNC1[N+](=O)[O-],,,,,
C6009,C1CCCCC1(O)N=N,,,,,
C6010,N1CNCC(C2NCCCC2c2c[nH]nc2)C1,,,,,
C6011,C1C(C2CNNN2)C(c2nnncc2)C2CCCCC2C1,,,,,
C6012,C1CCC(C#N)CC1C1CCN(C#C)N1,,,,,
C6013,C1CN(N=N)NC1,,,,,
C6014,C(=C)C1(OO)NCCN1n1ccnc1,,,,,
C6015,CC1(CC#C)CCC(N2C(N3CNCN3)(C=O)NNN2)CC1,,,,,
C6016,C(Cc1c(O)cccc1)C1NCC(C2C(O)CCCC2)NN1,,,,,
C6017,Cc1cnncc1,,,,,
C6019,C=Cc1ncc[nH]1,,,,,
C6020,C(#CC(C=C)C#CC)C#N,,,,,
C6021,N1CNCN(N=O)C1,,,,,
C6022,C(C(CCC1NNNCC1)C)C,,,,,
C6023,C1C(OC(=O)NC2CC(c3ccn[nH]3)NN2)NNN1,,,,,
C6024,C1N(C2NCC(c3nnncc3)CC2)C(N=[N+]=[N-])N(N=[N+]=[N-])N1,,,,,
C6025,CC1NNNC(C)N1,,,,,
C6026,C1(C2(c3ncccc3)NNNN2)CCCCC1,,,,,
C6027,N1(n2cncn2)NN(O[N+](=O)[O-])NCC1,,,,,
C6028,N1(C)NN(C2CCC(C3CCCCC3)CC2)C(C2CC(O)CCC2)CC1,,,,,
C6029,N1CNC(n2ccnc2)CC1N1CNNN1,,,,,
C6030,C(N1C(C2CCCCC2O)CNN1)c1cnc[nH]1,,,,,
C6032,C1CN(C(=O)N=[N+]=[N-])NC1C(=O)O,,,,,
C6033,N1(C2CCCCC2C)C(C2CNCCC2)CCC(C(=O)On2cccn2)C1,,,,,
C6034,N1C(N=NO)NC(OC(=O)N)CC1,,,,,
C6035,C1(C2NCNN2)C(c2nccnc2)NNN1,,,,,
C6036,C1N(C=CC)C(c2cccc3c2cccc3)N(C=CC(=O)[N+](=O)[O-])N1,,,,,
C6037,N1C(CC=C)NC(c2cnc[nH]2)N(C2CCNN2)C1,,,,,
C6038,CC(Cc1nnccc1)(C1(C2CCCCC2O)CNNN1)N=NO,,,,,
C6039,C1CN(CC=C)NC1,,,,,
C6040,CNNN=NO,,,,,
C6041,C1(C2NCCCC2)CCCC(C2C(O)CCC(n3ccnc3)C2)C1,,,,,
C6042,N1(C2(C(=O)Oc3nnn[nH]3)NNCNN2)NCCCC1CC,,,,,
C6043,C1NCNN1n1cccn1,,,,,
C6044,C1C(CC=C)CC(OC(=O)N)CC1O,,,,,
C6045,C(#CC1NNNCN1)CC(=C)C1NCNCN1c1nncnn1,,,,,
C6046,C1CN(NN)N(C(=O)NCC2CCCCC2)N1,,,,,
C6047,CC1CN(C2C(O)NC(n3cccn3)N2)CN1,,,,,
C6048,C(C#CC1C(C(C=C)C#C)NNC1)[N+](=O)[O-],,,,,
C6049,N1NC(C#N)C(OC(=O)N)CC1,,,,,
C6050,C(#Cc1cnc[nH]1)C=N,,,,,
C6051,C1(C2CN(CC)NC2)CNCCN1,,,,,
C6052,C(C#C)C(=O)C1CCC2C(C1)CC(C(=O)O)CC2,,,,,
C6053,N1C(C(=O)O)C(C2C(O)CCCC2)N(c2ncc[nH]2)CN1,,,,,
C6054,N1C(C)NC(C(=O)O)NC1,,,,,
C6055,C1(C2(C3CCC4(c5cnccc5)CCCCC4C3)CNNN2)CCC(C#CC)CC1,,,,,
C6056,C1(C2CCNN2)CN(N[N+](=O)[O-])CN1,,,,,
C6057,C1(C=N)CNCN1N1CC(C2C(C(=O)[N+](=O)[O-])NCN2)NC1,,,,,
C6059,C1(C#C)CCC(CCC)CC1O,,,,,
C6060,C1CNCC(C2NCNN2N)(N2CCCN2)N1C,,,,,
C6061,C1CNC(N2CCNC2)C(c2cnn[nH]2)N1,,,,,
C6062,C1C(c2ncccc2)CCCC1C1NCCNN1,,,,,
C6063,C1N(C2C(O)CCCC2)N(NC(=NCC=C)N)NN1NN,,,,,
C6064,C(C#C)COc1cccc2c1cccc2,,,,,
C6065,N1CNCNN1C1CNNCC1NC(=N)N,,,,,
C6066,C1(C2NCNN2)CNCN1N1CNNN1C1N(O)CNN1,,,,,
C6067,C1CNNC1n1cncn1,,,,,
C6068,N1CN(C=N)CNC1,,,,,
